review,sentiment
Every agent telling the same thing for more than 3 months..but quality improvement isn't happening..,negative
"Hi Akesh, Yes we do understand your concern and it might takes sometimes. However we will keep you update on this .^Nadi",negative
Dialog Axiataís Genie Enables Tenaga Smart Parking with ëOne-Click-Payí,neutral
Tell Us Your Predictions! ,neutral
Innovative Video Surveillance (VSaaS) Solution unveiled by Dialog Enterprise,neutral
DOC990 Enables Suwasevana Hospital to Venture Online,neutral
how to contact your customer service?,neutral
did you finish it dialog?,neutral
how to get it from y'all,neutral
okay I got it thanks,neutral
which color is my device,neutral
pleace answer to my needs,neutral
what is the nearest branch for me?,neutral
yes connection was there at that moment ,neutral
can I have the cus care number ,neutral
how to change my number to a new one ,neutral
where can I buy it ,neutral
hello dialog ,neutral
pleace contact me dialog ,neutral
can y'all whats app me the procediars ,neutral
whats the difference in 4g and 3g,neutral
how get fast internet?,neutral
believe me it happened ,neutral
send me a person to recover this please,neutral
what are the terms and conditions,neutral
is it true dialog ?,neutral
you deserve that kinda thing dialog,neutral
yes my name is Nilanthi perera ,neutral
help me with this thanks.,neutral
I can hear you throgh this ,neutral
yeah it's different than other devices ,neutral
how to contact you Nuwan wijewardana@dialog,neutral
yes I can borrow it from that branch,neutral
I need some ideas ,neutral
no you don't have to do that to me,neutral
dude contact me pleace,neutral
guide me from now on,neutral
I need a black color device pleace ,neutral
bless me with this connection,neutral
is the connectivity good in rural areas ,neutral
what is 2G ?,neutral
pleace let me know the way,neutral
contact me on this num 0741234567,neutral
okay I'll let you know that ,neutral
what is the easiest package to work with?,neutral
when can I buy my sim,neutral
let me know it soon,neutral
24/7 customer service ?,neutral
where is dialog HQ located?,neutral
no need to do that @dialog ,neutral
suggest me a package ,neutral
I need to purchase a router ,neutral
can you send someone and collect it from me?,neutral
it happened @dialog,neutral
is nugegida branch open till 6pm?,neutral
how to use the my dialog app,neutral
I sent it @dialog ,neutral
screenshot @dialog,neutral
can I have 2 mins from y'all?,neutral
just go through my papers,neutral
I need to buy an iphone 12 ,neutral
its better to do that ,neutral
please suggest me a reliable router,neutral
explain a bit please @dialg,neutral
give me an idea to this ,neutral
trying to understand your situation,neutral
how to get a new number ,neutral
dude do it please ,neutral
can I have two more ,neutral
did you receive it?,neutral
can I know some tips,neutral
okay I got to know that ,neutral
what kinda thing is this ,neutral
let that be @dialog,neutral
don't know what to do ,neutral
nothing like that @dialog,neutral
okayyyy@dialog,neutral
let's see it ,neutral
should know it @dialog,neutral
what is ythis tower @dialog,neutral
yes it is .@dialog ,neutral
I donít know about this ,neutral
let me see it ,neutral
can someone explain this ,neutral
help me to do this @dialog,neutral
no no not that @dialog,neutral
can you see what I sent ? Leave it that way ,neutral
I sent the screenshots to y'all please look in to that ,neutral
try to do the thing fast,neutral
please someone brief this to me quickly,neutral
oh lord @dialog ,neutral
how can I know about the steps that I have to do for activate this thing,neutral
never knew this @dialog ,neutral
I am not the one who did that @ dialog,neutral
can I know the facilities that I can get by using this ,neutral
have to go through this @dialog ,neutral
do it again .ineed toclarify it@dialog,neutral
is there any rules and regulations to follow ,neutral
its easy if you call and tell me ,neutral
let me know before the team come ,neutral
"my address is 12A , flower rd ,Dehiwala ",neutral
yeah please get me that ,neutral
do I have to clean the device ,neutral
any discounts on your items? If so please let me know ,neutral
I lost my phone at your office . Ifyou find it please contact me ,neutral
idk about it@dialog ,neutral
lets do it that way please,neutral
kindly reply me ,neutral
its because the location I think @dialog ,neutral
excuse me ! @dialog ,neutral
better if you give an explanation on that ,neutral
never mind that@dialog ,neutral
how can I have my favourite song as my ringintone ,neutral
